id,clinical_case,cc_question_number,question,answer,medical_subject,question_type,a_signal_gravite
316,"Monsieur H., 32 ans, consulte aux urgences, début février 2013, car il se sent fatigué, très essoufflé et fiévreux.
 Il est asthmatique depuis l’enfance, asthme peu sévère, puisqu’il n’a qu’une ou 2 crises par an cédant à la prise de salbutamol. Il n’a jamais fumé (tabac ou cannabis), il est informaticien.  Brutalement, il y a 24 heures, il s’est senti fébrile, a eu des frissons, a commencé à tousser, à ressentir des courbatures et un « mal de gorge ». Il s’est mis au lit. Le lendemain sa toux s’était aggravée, tandis que sa respiration devenait sifflante (comme une crise d’asthme pensait-il). La prise de 20 bouffées de salbutamol n’avait amené aucune amélioration, d’où la consultation aux urgences. 
 A l’examen : Température à 38°2 C, Pression artérielle 146/91, fréquence cardiaque = 135/min, respiratoire 35/min, SpO2 = 91% en air ambiant, 107 Kg pour 1m80 (IMC = 33 kg/m2 ). Tirage sus-claviculaire et intercostal, dyspnée à la parole, DEP = 150 à 200 l/min (580 l/min). Il existe une bradypnée expiratoire. L’auscultation retrouve des sibilants diffus inspiratoires et expiratoires, accompagnés de ronchus en expiration et d’un freinage. Le reste de l’examen clinique est sans particularité. 
 Un traitement d’urgence est mis en place et le patient va bénéficier d’examens complémentaires. La radiographie thoracique est dans les limites de la normale montrant une simple distension. NFS : 6400 GB dont 5400 Polynucléaires neutrophiles, 920 Lymphocytes, 80 éosinophiles, 15,4 g d’hémoglobine, 246 000 plaquettes ; ionogramme, urée, créatinine normaux ; CRP = 20 mg/l (10) ; Pa02 = 64mm Hg, PaCO2 = 36 mm Hg, pH = 7,40, HCO3- = 22 mmol/l, SaO2 = 92%",1,Quels éléments cliniques et paracliniques vous font penser que le patient a bien une crise d’asthme ?,"- ATCD d’asthme
 - Cliniquement : respiration sifflante, sibilants (bronchoconstriction), baisse DEP, détresse respiratoire caractéristiques de la crise d’asthme
 - Plus particulièrement : bradypnée expiratoire, sibilants caractéristiques de l’AAG  urgence vitale
 - Radio, NFS, iono normaux : pas d’infection (léger syndrome infectieux, pas en faveur d’une pneumonie), pas de foyer radio
 - Caractère brutal",Pulmonology,Reasoning,True
320,"Monsieur H., 32 ans, consulte aux urgences, début février 2013, car il se sent fatigué, très essoufflé et fiévreux.
 Il est asthmatique depuis l’enfance, asthme peu sévère, puisqu’il n’a qu’une ou 2 crises par an cédant à la prise de salbutamol. Il n’a jamais fumé (tabac ou cannabis), il est informaticien.  Brutalement, il y a 24 heures, il s’est senti fébrile, a eu des frissons, a commencé à tousser, à ressentir des courbatures et un « mal de gorge ». Il s’est mis au lit. Le lendemain sa toux s’était aggravée, tandis que sa respiration devenait sifflante (comme une crise d’asthme pensait-il). La prise de 20 bouffées de salbutamol n’avait amené aucune amélioration, d’où la consultation aux urgences. 
 A l’examen : Température à 38°2 C, Pression artérielle 146/91, fréquence cardiaque = 135/min, respiratoire 35/min, SpO2 = 91% en air ambiant, 107 Kg pour 1m80 (IMC = 33 kg/m2 ). Tirage sus-claviculaire et intercostal, dyspnée à la parole, DEP = 150 à 200 l/min (580 l/min). Il existe une bradypnée expiratoire. L’auscultation retrouve des sibilants diffus inspiratoires et expiratoires, accompagnés de ronchus en expiration et d’un freinage. Le reste de l’examen clinique est sans particularité. 
 Un traitement d’urgence est mis en place et le patient va bénéficier d’examens complémentaires. La radiographie thoracique est dans les limites de la normale montrant une simple distension. NFS : 6400 GB dont 5400 Polynucléaires neutrophiles, 920 Lymphocytes, 80 éosinophiles, 15,4 g d’hémoglobine, 246 000 plaquettes ; ionogramme, urée, créatinine normaux ; CRP = 20 mg/l (10) ; Pa02 = 64mm Hg, PaCO2 = 36 mm Hg, pH = 7,40, HCO3- = 22 mmol/l, SaO2 = 92%.
 Le patient s’améliore dans les premières heures, permettant l’allégement du traitement bronchodilatateur. Cependant dès le lendemain de l’hospitalisation, le patient se plaint brutalement d’une douleur basi-thoracique postérieure droite, il est fébrile à 40°C avec frissons, les signes bronchiques sont en nette diminution à l’auscultation, par contre est apparu en base droite un foyer de râles crépitants.
 La radiographie thoracique faite en urgence montre un foyer de condensation du lobe inférieur droit. NFS = 13 000 GB dont 10 520 polynucléaires neutrophiles. Vous évoquez le diagnostic de Pneumonie.",5,"Associés à la perception de râles crépitants, quels autres signes physiques sont retrouvés lors l’examen d’un patient porteur d’un syndrome de condensation alvéolaire ? Citez-les.","- Palpation : augmentation de la transmission des vibrations vocales au niveau du foyer
 - Percussion : matité ne se déplaçant pas lors des mouvements du malade
 - Auscultation : souffle tubaire (lors d’une condensation massive), abolition MV, crépitants 
 - Douleur thoracique",Pulmonology,Understanding,True
323,"Un jeune homme de 20 ans est amené aux urgences par un ami. Il est étudiant en école de commerce et a commencé à fumer, lorsqu’il est entré en classe préparatoire. Il fume, actuellement, 10 cigarettes par jour. Ses parents et son jeune frère sont en bonne santé et lui n’a jamais été malade.
 Il vous dit avoir ressenti brutalement, juste à son lever, une violente douleur basi- thoracique gauche « en coup de poignard » associée à une sensation d’étouffement. La douleur s’est calmée sous paracétamol ; l’essoufflement a disparu au repos, mais réapparaît au moindre effort. Le patient consulte un médecin dans son quartier, qui lui fait faire en urgence une radiographie thoracique. Au vu de l’image, il demande au patient d’aller aux urgences.  Ce patient mesure 1m85 et pèse 75 kg, il est apyrétique à 37°C, sa pression artérielle est mesurée à 140/90 mm Hg, son pouls à 90/min, sa fréquence respiratoire à 16/min au repos et la SpO2 à 96% en air ambiant.  L’examen physique pulmonaire confirme le diagnostic évident sur la radiographie thoracique. Le reste de l’examen clinique est sans particularité.
 La radiographie thoracique présente les éléments suivants :
 - Radiographie thoracique de face debout en inspiration
 - Hyperclarté de tout l’hémithorax gauche, disparition des vaisseaux = présence d’air
 - Déviation médiastinale vers la droite
 - Collapsus complet du poumon gauche, visible en avant du rachis
 - Donc pneumothorax complet du poumon gauche",1,Quelles sont les causes de douleurs thoraciques en « coup de poignard » à évoquer systématiquement chez un jeune homme de 20 ans ? Citez-les.,"- Douleur thoracique dépendant de la respiration
 - Douleur thoracique aiguë
 - Pneumothorax : sujet jeune, en général longiligne, apparition spontanée
 - EP 
 - Dissection aortique",Pulmonology,Understanding,True
355,"Le médecin transporteur du SAMU vous demande conseil pour un nouveau-né de 2 jours de vie, né à terme et eutrophe, gris, cyanosé, qu'il vient d'intuber pour une détresse respiratoire. Tous les pouls sont mal perçus, la pression artérielle est imprenable aux 4 membres et la saturation est identique à 68% aux 4 membres. L'auscultation note un B2 unique et un petit souffle systolique éjectionnel latérosternal gauche.",1,Quel est votre diagnostic?,Hypoplasie du cœur gauche,Pediatric Cardiology,Reasoning,True
356,"Le médecin transporteur du SAMU vous demande conseil pour un nouveau-né de 2 jours de vie, né à terme et eutrophe, gris, qu'il vient d'intuber pour une détresse respiratoire. Les pouls fémoraux sont mal perçus alors que les pouls huméraux sont bien palpés. La pression artérielle systolique est à 75mmHg au membre supérieur droit pour 55 mm Hg au membre inférieur droit. La saturation mesurée au membre supérieur droit est à 99% sous 100% d'oxygène pour 55% au membre inférieur droit. ",1,Quel est votre diagnostic?,Interruption de la crosse aortique ou coarctation avec shunt droite gauche par le canal artériel,Pediatric Cardiology,Reasoning,True
357,"Le médecin transporteur du SAMU vous demande conseil pour un nouveau-né de 2 jours de vie, né à terme et eutrophe, cyanosé, qu'il vient d'intuber pour une détresse respiratoire. Les pouls fémoraux sont mal perçus alors que les pouls huméraux sont bien palpés. La pression artérielle systolique est à 75mmHg au membre supérieur droit pour 55 mm Hg au membre inférieur droit. La saturation mesurée au membre supérieur droit est à 55% pour 90% au membre inférieur droit. L'auscultation note un B2 fort sans souffle.",2,Quel est votre diagnostic?,Transposition des gros vaisseaux avec coarctation,Pediatric Cardiology,Reasoning,True
360,"Un nouveau-né vous est confié pour une cyanose réfractaire. Vous faites le diagnostic de transposition simple des gros vaisseaux. La radiographie de thorax montre un cœur en œuf, un pédicule étroit et une surcharge vasculaire pulmonaire franche. En échographie, le septum interauriculaire bombe franchement de gauche à droite et vous voyez un shunt gauche-droite exclusif au travers du foramen ovale à 2m/s. Il n'y a pas de CIV.",1,Le canal artériel est-il ouvert?,oui,Pediatric Cardiology,Reasoning,True
378,Un enfant de 17 mois a une atrésie tricuspide avec sténose pulmonaire qui a été palliée en période néonatale par une anastomose systémico-pulmonaire droite (Goretex 4 mm). Sa cyanose s'est franchement accentuée (SaO2=72%) au repos.,1,Que proposez vous?,Dérivation cavobipulmonaire partielle,Pediatric Cardiology,Reasoning,True
417,"Un pédiatre de maternité vous demande conseil pour un nouveau-né ayant une hypoxémie réfractaire (SaO2=83%). L'enfant est eupnéique, n'a aucun signe de détresse circulatoire et ses pouls fémoraux sont bien palpés. L'auscultation est considérée comme normale. ECG et radiographie de thorax sont indisponibles. La maternité d'origine est distante de 25 km.",1,"Parmi les conseils suivants, lesquels donnez-vous.
 (a) Transférer l'enfant en ambulance simple
 (b) Intuber l'enfant pour le transport
 (c) Perfuser des Prostaglandines E1 pour le transport
 (d) Mettre sous oxygène en enceinte de Hood
 (e) Faire transporter rapidement par SAMU en ventilation spontanée
 (f) Mettre une perfusion garde-veine","
 (a) non
 (b) non
 (c) non
 (d) non
 (e) oui
 (f) oui",Pediatric Cardiology,Reasoning,True
418,Un nouveau-né de 6 jours vous est confié pour une abolition des pouls fémoraux. Vous faites le diagnostic de coarctation isthmique avec un ventricule gauche modérément hypertrophié hyperkinétique. La tension artérielle au membre supérieur droit est à 91/55 mm Hg.,1,Que faites-vous?,surveillance,Pediatric Cardiology,Reasoning,True
423,Un enfant de 6 ans a un cœur univentriculaire avec atrésie pulmonaire. Il a eu une anastomose de Blalock- Taussig droite en période néonatale qui a été remplacée à l'âge de 3 ans par une dérivation cavobipulmonaire partielle. Sa saturation au repos est à 77% et chute à 55% après 4 minutes d'effort.,1,Que pouvez-vous lui proposer?,Dérivation cavopulmonaire totale,Pediatric Cardiology,Reasoning,True
431,"Un enfant de 12 ans burkinabe est admis en urgence pour une fièvre à 38,5°C associée à des troubles de conscience. A l'examen, il a un hippocratisme digital, une cyanose profonde à 69% et un souffle systolique râpeux sur la voie pulmonaire.",1,Quel diagnostic suspectez vous?,Abcès du cerveau sur cardiopathie cyanogène,Pediatric Cardiology,Reasoning,True
432,"Un enfant de 12 ans burkinabe est admis en urgence pour une fièvre à 38,5°C associée à des troubles de conscience. A l'examen, il a un hippocratisme digital, une cyanose profonde à 69% et un souffle systolique râpeux sur la voie pulmonaire. Sa numération-formule sanguine montre une hémoglobine à 23g/dl, 11 million de globule rouges par mm3 et une thrombopénie modérée à 70000/mm3. L'échocardiographie fait le diagnostic de tétralogie de Fallot.",2,Quel geste effectuez-vous de première intention?,Echange transfusionnel avec hémodilution,Pediatric Cardiology,Reasoning,True
434,"Un nouveau-né est admis pour une transposition simple de gros vaisseaux. Sa saturation est à 60%. Il est polypnéique et sa radiographie de thorax montre une surcharge vasculaire pulmonaire franche. Le gaz du sang montre un pH à 7,1, une PaO2 à 20mmHg et une PaCO2 à 23 mm Hg.",1,Quel geste thérapeutique effectuez-vous en premier?,Manœuvre de Rashkind,Pediatric Cardiology,Reasoning,True
435,"Un nouveau-né est admis pour une transposition simple de gros vaisseaux. Sa saturation est à 60%. Il est polypnéique et sa radiographie de thorax montre une surcharge vasculaire pulmonaire franche. Le gaz du sang montre un pH à 7,1, une PaO2 à 20mmHg et une PaCO2 à 23 mm Hg. L'échographie suspecte une disposition coronaire de type C de la classification de Yacoub. ",2,A quoi cela correspond-il succinctement?,Les deux ostia sont contigus au contact de la commissure,Pediatric Cardiology,Understanding,True
436,"Un nouveau-né est admis pour une transposition simple de gros vaisseaux. Sa saturation est à 60%. Il est polypnéique et sa radiographie de thorax montre une surcharge vasculaire pulmonaire franche. Le gaz du sang montre un pH à 7,1, une PaO2 à 20mmHg et une PaCO2 à 23 mm Hg. L'échographie suspecte une disposition coronaire de type C de la classification de Yacoub. L'enfant bénéficie d'une correction anatomique dont les suites sont simples.",3,Quels sont les deux principales complications à craindre à moyen et long terme dont vous informez les parents?,"Obstruction coronaire
 Sténose de la voie pulmonaire",Pediatric Cardiology,Reasoning,True
493,Vous êtes sollicité pour un conseil téléphonique par un pédiatre de maternité ayant sous les yeux un nouveau-né. Celui-ci présente : Cyanose sous air réfractaire à l’oxygène- pas de détresse respiratoire – pouls fémoraux normaux – pas de souffle.,1,Quel est votre diagnostic dans cette siutation? Donner le diagnostic le plus probable.,TGV,Pediatric Cardiology,Reasoning,True
494,Vous êtes sollicité pour un conseil téléphonique par un pédiatre de maternité ayant sous les yeux un nouveau-né. Celui-ci présente : Cyanose sous air réfractaire à l’oxygène – pas de détresse respiratoire – pouls fémoraux normaux – souffle systolique éjectionnel 3/6.,1,Quel est votre diagnostic dans cette siutation? Donner le diagnostic le plus probable.,Sténose pulmonaire critique/ ou Fallot,Pediatric Cardiology,Reasoning,True
